Orderid,Orderdate,Priority,Returned,Customerid
CA-2015-EB13870140-42269,42269,Medium,Yes,EB-138701406
CA-2015-EB13975140-42369,42369,Medium,No,EB-139751404
CA-2015-EB14110140-42256,42256,High,No,EB-141101406
CA-2015-EB14170140-42287,42287,Medium,No,EB-141701408
CA-2015-EC14050140-42217,42217,High,No,EC-140501404
CA-2015-EC14050140-42316,42316,High,No,EC-140501402
CA-2015-ED13885140-42055,42055,High,No,ED-138851404
CA-2015-ED13885140-42234,42234,Medium,No,ED-138851402
CA-2015-EG13900140-42095,42095,Medium,No,EG-139001402
CA-2015-EG13900140-42326,42326,Medium,No,EG-139001402
CA-2015-EH13765140-42027,42027,Medium,Yes,EH-137651402
CA-2015-EH13945140-42147,42147,High,No,EH-139451404
CA-2015-EH13945140-42152,42152,Critical,No,EH-139451408
CA-2015-EH14005140-42160,42160,Critical,No,EH-140051408
CA-2015-EH14005140-42270,42270,Critical,No,EH-140051402
CA-2015-EH14005140-42340,42340,Medium,No,EH-140051406
CA-2015-EH14005140-42367,42367,Medium,No,EH-140051408
CA-2015-EH14125140-42035,42035,Low,Yes,EH-141251404
CA-2015-EH14125140-42177,42177,Medium,No,EH-141251406
CA-2015-EH14125140-42217,42217,Medium,No,EH-141251408
CA-2015-EH14185140-42264,42264,High,No,EH-141851406
CA-2015-EJ13720140-42067,42067,Medium,No,EJ-137201404
CA-2015-EJ14155140-42139,42139,Medium,No,EJ-141551408
CA-2015-EJ14155140-42252,42252,Medium,No,EJ-141551404
CA-2015-EK13795140-42325,42325,Medium,No,EK-137951404
CA-2015-EL13735140-42292,42292,High,No,EL-137351406
CA-2015-EM13810140-42237,42237,Medium,No,EM-138101406
CA-2015-EM13825140-42206,42206,Medium,No,EM-138251402
CA-2015-EM13825140-42314,42314,Medium,No,EM-138251402
CA-2015-EM13960140-42218,42218,Medium,No,EM-139601404
CA-2015-EM14065140-42160,42160,High,No,EM-140651402
CA-2015-EM14065140-42322,42322,Medium,No,EM-140651406
CA-2015-EM14095140-42256,42256,Medium,No,EM-140951406
CA-2015-EM14140140-42321,42321,Medium,No,EM-141401404
CA-2015-EM14200140-42090,42090,Medium,No,EM-142001408
CA-2015-EM14200140-42211,42211,High,No,EM-142001402
CA-2015-EN13780140-42082,42082,Medium,No,EN-137801402
CA-2015-EP13915140-42067,42067,Medium,No,EP-139151402
CA-2015-EP13915140-42316,42316,Medium,Yes,EP-139151406
CA-2015-EP13915140-42320,42320,Low,No,EP-139151402
CA-2015-EP13915140-42337,42337,High,No,EP-139151404
CA-2015-EP13915140-42352,42352,Medium,No,EP-139151404
CA-2015-EP13915140-42357,42357,Medium,No,EP-139151404
CA-2015-ES14020140-42329,42329,High,No,ES-140201408
CA-2015-ES14080140-42060,42060,Medium,No,ES-140801406
CA-2015-ES14080140-42267,42267,High,No,ES-140801408
CA-2015-ES14080140-42341,42341,Medium,No,ES-140801406
CA-2015-FA14230140-42272,42272,Medium,No,FA-142301404
CA-2015-FC14245140-42070,42070,Medium,No,FC-142451404
CA-2015-FC14245140-42256,42256,High,No,FC-142451408
CA-2015-FC14245140-42299,42299,Medium,No,FC-142451406
CA-2015-FC14335140-42041,42041,Medium,No,FC-143351404
CA-2015-FG14260140-42196,42196,High,No,FG-142601402
CA-2015-FG14260140-42267,42267,Critical,No,FG-142601406
CA-2015-FG14260140-42280,42280,High,No,FG-142601404
CA-2015-FG14260140-42293,42293,High,No,FG-142601404
CA-2015-FG14260140-42335,42335,Medium,No,FG-142601406
CA-2015-FG426023-42214,42214,Medium,No,FG-426023
CA-2015-FH14275140-42077,42077,Medium,No,FH-142751402
CA-2015-FH14275140-42138,42138,Medium,No,FH-142751408
CA-2015-FH14275140-42189,42189,Medium,No,FH-142751402
CA-2015-FH14275140-42258,42258,Critical,No,FH-142751404
CA-2015-FH14275140-42319,42319,Low,No,FH-142751406
CA-2015-FH14275140-42332,42332,High,No,FH-142751406
CA-2015-FH14350140-42049,42049,Medium,No,FH-143501404
CA-2015-FH14350140-42157,42157,Critical,No,FH-143501406
CA-2015-FH14365140-42208,42208,Medium,No,FH-143651406
CA-2015-FH14365140-42277,42277,Critical,No,FH-143651406
CA-2015-FH14365140-42364,42364,Medium,No,FH-143651404
CA-2015-FM14215140-42089,42089,Medium,No,FM-142151404
CA-2015-FM14215140-42362,42362,Medium,No,FM-142151406
CA-2015-FM14290140-42313,42313,Medium,No,FM-142901402
CA-2015-FM14290140-42333,42333,Medium,No,FM-142901408
CA-2015-FM14380140-42181,42181,Medium,No,FM-143801402
CA-2015-FM14380140-42224,42224,Medium,No,FM-143801408
CA-2015-FO14305140-42175,42175,Medium,No,FO-143051402
CA-2015-FO14305140-42323,42323,Medium,No,FO-143051406
CA-2015-FO14305140-42331,42331,Medium,No,FO-143051402
CA-2015-FP14320140-42316,42316,High,No,FP-143201406
CA-2015-FP14320140-42346,42346,High,No,FP-143201404
CA-2015-FW14395140-42007,42007,Critical,No,FW-143951404
CA-2015-GA14515140-42175,42175,Medium,No,GA-145151404
CA-2015-GA14515140-42180,42180,Critical,No,GA-145151406
CA-2015-GA14725140-42006,42006,Medium,No,GA-147251406
CA-2015-GA14725140-42076,42076,High,No,GA-147251408
CA-2015-GA14725140-42242,42242,Medium,No,GA-147251408
CA-2015-GA14725140-42320,42320,Medium,No,GA-147251404
CA-2015-GA14725140-42364,42364,Low,No,GA-147251402
CA-2015-GB14530140-42096,42096,High,No,GB-145301408
CA-2015-GB14530140-42307,42307,High,No,GB-145301406
CA-2015-GB14575140-42356,42356,High,No,GB-145751408
CA-2015-GB453023-42256,42256,Low,No,GB-453023
CA-2015-GD14590140-42159,42159,Medium,No,GD-145901404
CA-2015-GD14590140-42364,42364,Medium,No,GD-145901404
CA-2015-GG14650140-42118,42118,Critical,No,GG-146501406
CA-2015-GG14650140-42283,42283,Medium,No,GG-146501404
CA-2015-GG14650140-42326,42326,Medium,No,GG-146501404
CA-2015-GH14410140-42053,42053,Medium,No,GH-144101406
CA-2015-GH14410140-42186,42186,High,No,GH-144101402
CA-2015-GH14410140-42294,42294,Medium,No,GH-144101404
CA-2015-GH14425140-42319,42319,Medium,No,GH-144251404
CA-2015-GH14665140-42367,42367,Medium,No,GH-146651402
CA-2015-GH466523-42368,42368,Medium,No,GH-466523
CA-2015-GK14620140-42257,42257,Medium,Yes,GK-146201402
CA-2015-GM14440140-42117,42117,High,No,GM-144401404
CA-2015-GM14440140-42215,42215,High,No,GM-144401406
CA-2015-GM14455140-42223,42223,Medium,No,GM-144551406
CA-2015-GM14455140-42353,42353,Medium,Yes,GM-144551402
CA-2015-GM14500140-42263,42263,Medium,No,GM-145001404
CA-2015-GM14680140-42217,42217,Medium,No,GM-146801406
CA-2015-GM14695140-42252,42252,Medium,No,GM-146951404
CA-2015-GT14710140-42139,42139,High,No,GT-147101402
CA-2015-GT14710140-42183,42183,High,No,GT-147101402
CA-2015-GT14710140-42238,42238,Medium,No,GT-147101402
CA-2015-GT14710140-42333,42333,Medium,No,GT-147101402
CA-2015-GT14755140-42154,42154,Low,No,GT-147551402
CA-2015-GT14755140-42335,42335,Medium,No,GT-147551402
CA-2015-GW14605140-42341,42341,Low,No,GW-146051406
CA-2015-GZ14470140-42131,42131,Medium,No,GZ-144701408
CA-2015-GZ14470140-42265,42265,Medium,No,GZ-144701406
CA-2015-GZ14545140-42083,42083,Medium,No,GZ-145451404
CA-2015-GZ14545140-42166,42166,Medium,No,GZ-145451404
CA-2015-GZ454523-42136,42136,High,No,GZ-454523
CA-2015-HA14905140-42258,42258,Medium,No,HA-149051406
CA-2015-HA14905140-42300,42300,Critical,No,HA-149051404
CA-2015-HA14920140-42259,42259,High,No,HA-149201402
CA-2015-HA14920140-42349,42349,Medium,No,HA-149201406
CA-2015-HE14800140-42194,42194,Medium,No,HE-148001406
CA-2015-HE14800140-42357,42357,Medium,No,HE-148001402
CA-2015-HF14995140-42348,42348,Medium,No,HF-149951402
CA-2015-HG14845140-42084,42084,High,No,HG-148451402
CA-2015-HG14845140-42287,42287,Medium,No,HG-148451406
CA-2015-HG14845140-42315,42315,Medium,No,HG-148451402
CA-2015-HG15025140-42168,42168,High,No,HG-150251406
CA-2015-HG15025140-42329,42329,Low,No,HG-150251402
CA-2015-HG15025140-42363,42363,Medium,Yes,HG-150251406
CA-2015-HG496523-42270,42270,Medium,No,HG-496523
CA-2015-HH15010140-42297,42297,Medium,No,HH-150101404
CA-2015-HJ14875140-42243,42243,Medium,No,HJ-148751402
CA-2015-HK14890140-42159,42159,Medium,No,HK-148901408
CA-2015-HK14890140-42218,42218,Critical,No,HK-148901404
CA-2015-HL15040140-42281,42281,High,No,HL-150401406
CA-2015-HL15040140-42326,42326,Medium,No,HL-150401406
CA-2015-HM14860140-42109,42109,Medium,No,HM-148601406
CA-2015-HM14860140-42221,42221,Medium,Yes,HM-148601404
CA-2015-HM14860140-42297,42297,Low,No,HM-148601406
CA-2015-HM14860140-42367,42367,Medium,No,HM-148601404
CA-2015-HM14980140-42106,42106,Medium,No,HM-149801408
CA-2015-HM14980140-42122,42122,Medium,Yes,HM-149801404
CA-2015-HP14815140-42028,42028,High,No,HP-148151404
CA-2015-HP14815140-42339,42339,Critical,No,HP-148151406
CA-2015-HR14770140-42019,42019,Medium,No,HR-147701402
CA-2015-HR14770140-42102,42102,High,No,HR-147701408
CA-2015-HR14770140-42356,42356,Medium,No,HR-147701404
CA-2015-HR14830140-42088,42088,High,No,HR-148301406
CA-2015-HR477023-42076,42076,Medium,No,HR-477023
CA-2015-HW14935140-42056,42056,Medium,No,HW-149351404
CA-2015-HW14935140-42084,42084,Medium,No,HW-149351404
CA-2015-HW14935140-42157,42157,High,No,HW-149351402
CA-2015-HW14935140-42235,42235,High,No,HW-149351404
CA-2015-HW14935140-42252,42252,Critical,No,HW-149351402
CA-2015-HZ14950140-42154,42154,Medium,No,HZ-149501402
CA-2015-HZ14950140-42262,42262,High,No,HZ-149501406
CA-2015-HZ14950140-42330,42330,High,No,HZ-149501402
CA-2015-HZ14950140-42334,42334,High,No,HZ-149501408
CA-2015-IG15085140-42298,42298,Medium,No,IG-150851408
CA-2015-IL15100140-42227,42227,Medium,No,IL-151001402
CA-2015-JA15970140-42066,42066,Medium,No,JA-159701406
CA-2015-JA15970140-42140,42140,Medium,No,JA-159701404
CA-2015-JA15970140-42270,42270,Medium,No,JA-159701406
CA-2015-JA15970140-42277,42277,Medium,No,JA-159701406
CA-2015-JB15400140-42236,42236,Medium,No,JB-154001406
CA-2015-JB15400140-42299,42299,Low,No,JB-154001402
CA-2015-JB15400140-42318,42318,Critical,No,JB-154001404
CA-2015-JB15400140-42362,42362,High,No,JB-154001402
CA-2015-JB16000140-42077,42077,Medium,No,JB-160001406
CA-2015-JB16000140-42311,42311,High,No,JB-160001404
CA-2015-JB16000140-42326,42326,Medium,No,JB-160001402
CA-2015-JB16045140-42362,42362,Low,Yes,JB-160451406
CA-2015-JC15385140-42194,42194,Medium,No,JC-153851404
CA-2015-JC15775140-42089,42089,Medium,No,JC-157751402
CA-2015-JC15775140-42096,42096,Low,No,JC-157751406
CA-2015-JC15775140-42186,42186,High,No,JC-157751404
CA-2015-JC15775140-42211,42211,Medium,No,JC-157751406
CA-2015-JC16105140-42301,42301,Low,Yes,JC-161051406
CA-2015-JC16105140-42312,42312,Medium,No,JC-161051408
CA-2015-JD15790140-42158,42158,Medium,No,JD-157901402
CA-2015-JD15790140-42252,42252,Medium,No,JD-157901402
CA-2015-JD16015140-42197,42197,High,No,JD-160151406
CA-2015-JD16015140-42257,42257,High,No,JD-160151406
CA-2015-JD16060140-42069,42069,Medium,No,JD-160601402
CA-2015-JD16150140-42089,42089,Medium,No,JD-161501402
CA-2015-JD16150140-42328,42328,High,No,JD-161501406
CA-2015-JD589523-42297,42297,Critical,No,JD-589523
CA-2015-JE15475140-42176,42176,Medium,No,JE-154751406
CA-2015-JE15610140-42095,42095,High,No,JE-156101408
CA-2015-JE15610140-42270,42270,Medium,No,JE-156101402
CA-2015-JE15610140-42318,42318,Medium,No,JE-156101404
CA-2015-JE15715140-42171,42171,Medium,No,JE-157151408
CA-2015-JE15715140-42323,42323,Medium,No,JE-157151404
CA-2015-JE15745140-42111,42111,High,Yes,JE-157451404
CA-2015-JE15745140-42172,42172,Medium,No,JE-157451408
CA-2015-JE15745140-42270,42270,Medium,No,JE-157451408
CA-2015-JF15190140-42195,42195,Medium,No,JF-151901406
CA-2015-JF15295140-42144,42144,Medium,No,JF-152951402
CA-2015-JF15355140-42040,42040,Medium,No,JF-153551406
CA-2015-JF15355140-42118,42118,High,No,JF-153551404
CA-2015-JF15355140-42216,42216,Medium,No,JF-153551406
CA-2015-JF15355140-42264,42264,High,No,JF-153551402
CA-2015-JF15415140-42367,42367,Low,Yes,JF-154151406
CA-2015-JF15490140-42248,42248,Medium,No,JF-154901404
CA-2015-JF15565140-42315,42315,High,No,JF-155651408
CA-2015-JG15160140-42232,42232,Medium,No,JG-151601406
CA-2015-JG15160140-42368,42368,Medium,No,JG-151601404
CA-2015-JG15310140-42333,42333,Medium,No,JG-153101402
CA-2015-JG15310140-42361,42361,Medium,No,JG-153101406
CA-2015-JG15310140-42367,42367,Medium,No,JG-153101404
CA-2015-JG15805140-42146,42146,Medium,No,JG-158051406
CA-2015-JH15430140-42329,42329,High,Yes,JH-154301408
CA-2015-JH15430140-42364,42364,Medium,No,JH-154301408
CA-2015-JH15820140-42032,42032,High,No,JH-158201406
CA-2015-JH15820140-42195,42195,High,No,JH-158201402
CA-2015-JH15910140-42137,42137,High,No,JH-159101406
CA-2015-JH15985140-42340,42340,Medium,No,JH-159851402
CA-2015-JH618023-42256,42256,Medium,No,JH-618023
CA-2015-JK15205140-42308,42308,Medium,No,JK-152051404
CA-2015-JK15325140-42082,42082,Medium,No,JK-153251404
CA-2015-JK15370140-42325,42325,Medium,No,JK-153701404
CA-2015-JK15625140-42308,42308,Medium,No,JK-156251404
CA-2015-JK15640140-42189,42189,High,No,JK-156401404
CA-2015-JK15730140-42178,42178,Low,No,JK-157301402
CA-2015-JK15730140-42277,42277,Medium,No,JK-157301404
CA-2015-JK15730140-42285,42285,Medium,No,JK-157301402
CA-2015-JK16090140-42280,42280,Medium,No,JK-160901404
CA-2015-JK16090140-42341,42341,High,No,JK-160901402
CA-2015-JK16120140-42053,42053,Medium,No,JK-161201402
CA-2015-JK16120140-42136,42136,Medium,No,JK-161201402
CA-2015-JK16120140-42252,42252,High,No,JK-161201402
CA-2015-JK562523-42053,42053,Medium,No,JK-562523
CA-2015-JK612023-42229,42229,Medium,No,JK-612023
CA-2015-JL15130140-42123,42123,Medium,No,JL-151301408
CA-2015-JL15130140-42361,42361,Medium,No,JL-151301408
CA-2015-JL15175140-42363,42363,Medium,No,JL-151751404
CA-2015-JL15235140-42123,42123,High,No,JL-152351408
CA-2015-JL15505140-42150,42150,Medium,No,JL-155051402
CA-2015-JL15505140-42224,42224,High,No,JL-155051404
CA-2015-JL15505140-42320,42320,Critical,No,JL-155051402
CA-2015-JL15835140-42038,42038,Medium,No,JL-158351404
CA-2015-JL15835140-42089,42089,Low,No,JL-158351406
CA-2015-JL15835140-42216,42216,High,No,JL-158351404
CA-2015-JL15835140-42333,42333,Medium,No,JL-158351404
CA-2015-JM15250140-42006,42006,Medium,No,JM-152501402
CA-2015-JM15250140-42116,42116,Medium,No,JM-152501406
CA-2015-JM15250140-42231,42231,Low,No,JM-152501404
CA-2015-JM15250140-42306,42306,Medium,No,JM-152501408
CA-2015-JM15250140-42332,42332,Medium,No,JM-152501408
CA-2015-JM15265140-42332,42332,Medium,No,JM-152651402
CA-2015-JM15535140-42260,42260,Medium,No,JM-155351404
CA-2015-JM15580140-42369,42369,Medium,No,JM-155801404
CA-2015-JM15655140-42305,42305,High,No,JM-156551404
CA-2015-JM15655140-42361,42361,Medium,No,JM-156551404
CA-2015-JM15865140-42141,42141,High,No,JM-158651406
CA-2015-JM16195140-42229,42229,Medium,No,JM-161951404
CA-2015-JM16195140-42255,42255,Critical,No,JM-161951404
CA-2015-JM16195140-42312,42312,Medium,No,JM-161951408
CA-2015-JM526523-42249,42249,High,No,JM-526523
CA-2015-JO15145140-42021,42021,High,No,JO-151451404
CA-2015-JO15145140-42305,42305,Medium,No,JO-151451404
CA-2015-JO15280140-42277,42277,Medium,No,JO-152801408
CA-2015-JO15550140-42154,42154,Medium,No,JO-155501402
CA-2015-JP15460140-42049,42049,Medium,No,JP-154601406
CA-2015-JP15460140-42332,42332,Medium,No,JP-154601402
CA-2015-JP15520140-42347,42347,Medium,No,JP-155201402
CA-2015-JP15520140-42361,42361,Critical,No,JP-155201408
CA-2015-JP16135140-42056,42056,Medium,No,JP-161351402
CA-2015-JP16135140-42267,42267,Medium,No,JP-161351408
CA-2015-JP546023-42181,42181,High,No,JP-546023
CA-2015-JR15700140-42301,42301,Medium,No,JR-157001408
CA-2015-JR16210140-42267,42267,Medium,No,JR-162101404
CA-2015-JR16210140-42336,42336,Medium,No,JR-162101402
CA-2015-JS15595140-42250,42250,Medium,No,JS-155951402
CA-2015-JS15685140-42175,42175,Medium,No,JS-156851406
CA-2015-JS15685140-42327,42327,Medium,No,JS-156851408
CA-2015-JS16030140-42052,42052,Medium,No,JS-160301402
CA-2015-JS16030140-42297,42297,Medium,No,JS-160301404
CA-2015-JS594023-42346,42346,High,Yes,JS-594023
CA-2015-JW15220140-42280,42280,Medium,No,JW-152201408
CA-2015-JW15220140-42291,42291,Low,No,JW-152201404
CA-2015-JW15220140-42308,42308,Medium,No,JW-152201404
CA-2015-JW15955140-42116,42116,Medium,No,JW-159551404
CA-2015-JW15955140-42213,42213,Medium,No,JW-159551408
CA-2015-JW15955140-42224,42224,Medium,No,JW-159551406
CA-2015-JW15955140-42292,42292,Critical,No,JW-159551404
CA-2015-JW15955140-42364,42364,High,No,JW-159551408
CA-2015-KA16525140-42155,42155,High,No,KA-165251404
CA-2015-KA16525140-42333,42333,Low,No,KA-165251406
CA-2015-KB16240140-42197,42197,Medium,No,KB-162401404
CA-2015-KB16240140-42272,42272,High,No,KB-162401402
CA-2015-KB16240140-42365,42365,Medium,No,KB-162401402
CA-2015-KB16315140-42073,42073,Medium,No,KB-163151404
CA-2015-KB16405140-42251,42251,High,No,KB-164051406
CA-2015-KB16405140-42252,42252,Medium,No,KB-164051404
CA-2015-KB16585140-42076,42076,Medium,No,KB-165851406
CA-2015-KB16585140-42139,42139,High,No,KB-165851404
CA-2015-KB16600140-42322,42322,Medium,No,KB-166001406
CA-2015-KB16600140-42368,42368,Medium,No,KB-166001402
CA-2015-KC16540140-42272,42272,Medium,No,KC-165401406
CA-2015-KC16675140-42151,42151,High,No,KC-166751408
CA-2015-KC16675140-42312,42312,Medium,No,KC-166751404
CA-2015-KD16345140-42173,42173,High,No,KD-163451404
CA-2015-KD16345140-42328,42328,Medium,No,KD-163451404
CA-2015-KD16495140-42029,42029,Medium,No,KD-164951404
CA-2015-KD16495140-42230,42230,Low,No,KD-164951406
CA-2015-KD16495140-42257,42257,High,No,KD-164951404
CA-2015-KD16615140-42066,42066,Medium,No,KD-166151404
CA-2015-KD16615140-42080,42080,High,No,KD-166151404
CA-2015-KE16420140-42322,42322,Medium,No,KE-164201402
CA-2015-KE16420140-42343,42343,Medium,No,KE-164201406
CA-2015-KF16285140-42077,42077,Low,No,KF-162851404
CA-2015-KF16285140-42103,42103,Medium,No,KF-162851406
CA-2015-KF16285140-42259,42259,Critical,No,KF-162851404
CA-2015-KH16330140-42175,42175,High,No,KH-163301406
CA-2015-KH16330140-42326,42326,Medium,No,KH-163301404
CA-2015-KH16330140-42329,42329,Medium,Yes,KH-163301406
CA-2015-KH16360140-42098,42098,Medium,No,KH-163601406
CA-2015-KH16510140-42306,42306,High,No,KH-165101402
CA-2015-KH16510140-42347,42347,Medium,Yes,KH-165101404
CA-2015-KH16630140-42258,42258,High,No,KH-166301406
CA-2015-KH16630140-42259,42259,High,No,KH-166301404
CA-2015-KH16630140-42279,42279,Medium,No,KH-166301402
CA-2015-KH16630140-42311,42311,Medium,No,KH-166301404
CA-2015-KH16690140-42171,42171,Medium,No,KH-166901404
CA-2015-KH16690140-42367,42367,High,No,KH-166901404
CA-2015-KL16555140-42005,42005,Low,No,KL-165551404
CA-2015-KL16555140-42207,42207,Critical,No,KL-165551402
CA-2015-KL16555140-42313,42313,Medium,Yes,KL-165551408
CA-2015-KL16555140-42353,42353,Low,No,KL-165551408
CA-2015-KL16645140-42104,42104,Critical,No,KL-166451402
CA-2015-KL16645140-42148,42148,Medium,No,KL-166451402
CA-2015-KM16225140-42311,42311,High,No,KM-162251402
CA-2015-KM16225140-42348,42348,Medium,No,KM-162251406
CA-2015-KM16225140-42355,42355,Medium,No,KM-162251404
CA-2015-KM16375140-42056,42056,Low,No,KM-163751404
CA-2015-KM16375140-42313,42313,High,No,KM-163751408
CA-2015-KM16660140-42354,42354,High,No,KM-166601404
CA-2015-KM16720140-42341,42341,Critical,No,KM-167201406
CA-2015-KN16390140-42116,42116,Medium,No,KN-163901402
CA-2015-KN16390140-42159,42159,Medium,No,KN-163901406
CA-2015-KN16390140-42197,42197,High,No,KN-163901404
CA-2015-KN16390140-42316,42316,Critical,No,KN-163901406
CA-2015-KN16390140-42350,42350,Medium,No,KN-163901406
CA-2015-KN16450140-42317,42317,High,No,KN-164501406
CA-2015-KN16705140-42167,42167,High,No,KN-167051408
CA-2015-KN16705140-42245,42245,Medium,No,KN-167051404
CA-2015-KN16705140-42271,42271,Medium,No,KN-167051404
CA-2015-KS16300140-42074,42074,Medium,No,KS-163001408
CA-2015-KT16480140-42124,42124,Medium,No,KT-164801406
CA-2015-KT16480140-42155,42155,Medium,No,KT-164801402
CA-2015-KT16480140-42180,42180,Critical,No,KT-164801404
CA-2015-KT16480140-42237,42237,Medium,No,KT-164801404
CA-2015-KT16480140-42269,42269,Medium,No,KT-164801408
CA-2015-KT646523-42264,42264,Medium,No,KT-646523
CA-2015-KW16435140-42217,42217,Critical,No,KW-164351402
CA-2015-KW16435140-42273,42273,Medium,No,KW-164351406
CA-2015-LA16780140-42215,42215,Medium,No,LA-167801402
CA-2015-LB16735140-42121,42121,High,No,LB-167351402
CA-2015-LB16735140-42321,42321,Medium,No,LB-167351408
CA-2015-LB16795140-42134,42134,High,No,LB-167951404
CA-2015-LB16795140-42217,42217,Medium,No,LB-167951406
CA-2015-LC16870140-42091,42091,High,Yes,LC-168701408
CA-2015-LC16870140-42342,42342,High,No,LC-168701404
